Year,Coal,Petroleum Products,Natural Gas,Total,Sname
1980,0,32.122,28.958,61.08,alabama
1981,0,22.734,36.682,59.416,alabama
1982,0,7.974,29.824,37.799,alabama
1983,0,5.525,25.859,31.384,alabama
1984,0,2.329,31.922,34.251,alabama
1985,0,2.418,37.153,39.571,alabama
1986,0,2.79,24.63,27.419,alabama
1987,0,1.796,35.43,37.226,alabama
1988,0,6.246,30.393,36.639,alabama
1989,0.801,7.61,35.839,44.25,alabama
1990,1.793,4.167,34.43,40.391,alabama
1991,2.429,1.296,34.301,38.027,alabama
1992,2.546,1.212,41.842,45.6,alabama
1993,2.635,2.578,36.834,42.046,alabama
1994,2.524,2.663,44.295,49.482,alabama
1995,2.218,2.016,32.894,37.128,alabama
1996,1.902,2.332,28.576,32.81,alabama
1997,1.708,1.825,32.255,35.788,alabama
1998,1.911,2.229,35.232,39.372,alabama
1999,2.107,1.986,39.219,43.311,alabama
2000,2.104,2.467,48.348,52.918,alabama
2001,2.013,2.796,53.032,57.84,alabama
2002,2.187,2.177,39.384,43.749,alabama
2003,2.077,2.347,38.299,42.723,alabama
2004,2.156,2.128,42.084,46.369,alabama
2005,1.98,2.361,37.634,41.974,alabama
2006,2.093,2.171,42.225,46.489,alabama
2007,2.231,2.157,45.65,50.038,alabama
2008,2.257,1.863,46.819,50.939,alabama
2009,2.014,1.772,44.078,47.864,alabama
2010,2.08,1.297,40.075,43.452,alabama
2011,1.881,1.106,33.432,36.419,alabama
2012,1.256,0.237,46.523,48.016,alabama
2013,0.594,0.054,45.067,45.714,alabama
2014,0.656,0.053,45.574,46.283,alabama
2015,0,0.028,44.236,44.264,alabama
2016,0,0.028,36.544,36.572,alabama
2017,0,0,32.961,32.961,alabama
1980,0,32.122,28.958,61.08,alaska
1981,0,22.734,36.682,59.416,alaska
1982,0,7.974,29.824,37.799,alaska
1983,0,5.525,25.859,31.384,alaska
1984,0,2.329,31.922,34.251,alaska
1985,0,2.418,37.153,39.571,alaska
1986,0,2.79,24.63,27.419,alaska
1987,0,1.796,35.43,37.226,alaska
1988,0,6.246,30.393,36.639,alaska
1989,0.801,7.61,35.839,44.25,alaska
1990,1.793,4.167,34.43,40.391,alaska
1991,2.429,1.296,34.301,38.027,alaska
1992,2.546,1.212,41.842,45.6,alaska
1993,2.635,2.578,36.834,42.046,alaska
1994,2.524,2.663,44.295,49.482,alaska
1995,2.218,2.016,32.894,37.128,alaska
1996,1.902,2.332,28.576,32.81,alaska
1997,1.708,1.825,32.255,35.788,alaska
1998,1.911,2.229,35.232,39.372,alaska
1999,2.107,1.986,39.219,43.311,alaska
2000,2.104,2.467,48.348,52.918,alaska
2001,2.013,2.796,53.032,57.84,alaska
2002,2.187,2.177,39.384,43.749,alaska
2003,2.077,2.347,38.299,42.723,alaska
2004,2.156,2.128,42.084,46.369,alaska
2005,1.98,2.361,37.634,41.974,alaska
2006,2.093,2.171,42.225,46.489,alaska
2007,2.231,2.157,45.65,50.038,alaska
2008,2.257,1.863,46.819,50.939,alaska
2009,2.014,1.772,44.078,47.864,alaska
2010,2.08,1.297,40.075,43.452,alaska
2011,1.881,1.106,33.432,36.419,alaska
2012,1.256,0.237,46.523,48.016,alaska
2013,0.594,0.054,45.067,45.714,alaska
2014,0.656,0.053,45.574,46.283,alaska
2015,0,0.028,44.236,44.264,alaska
2016,0,0.028,36.544,36.572,alaska
2017,0,0,32.961,32.961,alaska
1980,0,32.122,28.958,61.08,arizona
1981,0,22.734,36.682,59.416,arizona
1982,0,7.974,29.824,37.799,arizona
1983,0,5.525,25.859,31.384,arizona
1984,0,2.329,31.922,34.251,arizona
1985,0,2.418,37.153,39.571,arizona
1986,0,2.79,24.63,27.419,arizona
1987,0,1.796,35.43,37.226,arizona
1988,0,6.246,30.393,36.639,arizona
1989,0.801,7.61,35.839,44.25,arizona
1990,1.793,4.167,34.43,40.391,arizona
1991,2.429,1.296,34.301,38.027,arizona
1992,2.546,1.212,41.842,45.6,arizona
1993,2.635,2.578,36.834,42.046,arizona
1994,2.524,2.663,44.295,49.482,arizona
1995,2.218,2.016,32.894,37.128,arizona
1996,1.902,2.332,28.576,32.81,arizona
1997,1.708,1.825,32.255,35.788,arizona
1998,1.911,2.229,35.232,39.372,arizona
1999,2.107,1.986,39.219,43.311,arizona
2000,2.104,2.467,48.348,52.918,arizona
2001,2.013,2.796,53.032,57.84,arizona
2002,2.187,2.177,39.384,43.749,arizona
2003,2.077,2.347,38.299,42.723,arizona
2004,2.156,2.128,42.084,46.369,arizona
2005,1.98,2.361,37.634,41.974,arizona
2006,2.093,2.171,42.225,46.489,arizona
2007,2.231,2.157,45.65,50.038,arizona
2008,2.257,1.863,46.819,50.939,arizona
2009,2.014,1.772,44.078,47.864,arizona
2010,2.08,1.297,40.075,43.452,arizona
2011,1.881,1.106,33.432,36.419,arizona
2012,1.256,0.237,46.523,48.016,arizona
2013,0.594,0.054,45.067,45.714,arizona
2014,0.656,0.053,45.574,46.283,arizona
2015,0,0.028,44.236,44.264,arizona
2016,0,0.028,36.544,36.572,arizona
2017,0,0,32.961,32.961,arizona
1980,0,32.122,28.958,61.08,arkansas
1981,0,22.734,36.682,59.416,arkansas
1982,0,7.974,29.824,37.799,arkansas
1983,0,5.525,25.859,31.384,arkansas
1984,0,2.329,31.922,34.251,arkansas
1985,0,2.418,37.153,39.571,arkansas
1986,0,2.79,24.63,27.419,arkansas
1987,0,1.796,35.43,37.226,arkansas
1988,0,6.246,30.393,36.639,arkansas
1989,0.801,7.61,35.839,44.25,arkansas
1990,1.793,4.167,34.43,40.391,arkansas
1991,2.429,1.296,34.301,38.027,arkansas
1992,2.546,1.212,41.842,45.6,arkansas
1993,2.635,2.578,36.834,42.046,arkansas
1994,2.524,2.663,44.295,49.482,arkansas
1995,2.218,2.016,32.894,37.128,arkansas
1996,1.902,2.332,28.576,32.81,arkansas
1997,1.708,1.825,32.255,35.788,arkansas
1998,1.911,2.229,35.232,39.372,arkansas
1999,2.107,1.986,39.219,43.311,arkansas
2000,2.104,2.467,48.348,52.918,arkansas
2001,2.013,2.796,53.032,57.84,arkansas
2002,2.187,2.177,39.384,43.749,arkansas
2003,2.077,2.347,38.299,42.723,arkansas
2004,2.156,2.128,42.084,46.369,arkansas
2005,1.98,2.361,37.634,41.974,arkansas
2006,2.093,2.171,42.225,46.489,arkansas
2007,2.231,2.157,45.65,50.038,arkansas
2008,2.257,1.863,46.819,50.939,arkansas
2009,2.014,1.772,44.078,47.864,arkansas
2010,2.08,1.297,40.075,43.452,arkansas
2011,1.881,1.106,33.432,36.419,arkansas
2012,1.256,0.237,46.523,48.016,arkansas
2013,0.594,0.054,45.067,45.714,arkansas
2014,0.656,0.053,45.574,46.283,arkansas
2015,0,0.028,44.236,44.264,arkansas
2016,0,0.028,36.544,36.572,arkansas
2017,0,0,32.961,32.961,arkansas
1980,0,32.122,28.958,61.08,california
1981,0,22.734,36.682,59.416,california
1982,0,7.974,29.824,37.799,california
1983,0,5.525,25.859,31.384,california
1984,0,2.329,31.922,34.251,california
1985,0,2.418,37.153,39.571,california
1986,0,2.79,24.63,27.419,california
1987,0,1.796,35.43,37.226,california
1988,0,6.246,30.393,36.639,california
1989,0.801,7.61,35.839,44.25,california
1990,1.793,4.167,34.43,40.391,california
1991,2.429,1.296,34.301,38.027,california
1992,2.546,1.212,41.842,45.6,california
1993,2.635,2.578,36.834,42.046,california
1994,2.524,2.663,44.295,49.482,california
1995,2.218,2.016,32.894,37.128,california
1996,1.902,2.332,28.576,32.81,california
1997,1.708,1.825,32.255,35.788,california
1998,1.911,2.229,35.232,39.372,california
1999,2.107,1.986,39.219,43.311,california
2000,2.104,2.467,48.348,52.918,california
2001,2.013,2.796,53.032,57.84,california
2002,2.187,2.177,39.384,43.749,california
2003,2.077,2.347,38.299,42.723,california
2004,2.156,2.128,42.084,46.369,california
2005,1.98,2.361,37.634,41.974,california
2006,2.093,2.171,42.225,46.489,california
2007,2.231,2.157,45.65,50.038,california
2008,2.257,1.863,46.819,50.939,california
2009,2.014,1.772,44.078,47.864,california
2010,2.08,1.297,40.075,43.452,california
2011,1.881,1.106,33.432,36.419,california
2012,1.256,0.237,46.523,48.016,california
2013,0.594,0.054,45.067,45.714,california
2014,0.656,0.053,45.574,46.283,california
2015,0,0.028,44.236,44.264,california
2016,0,0.028,36.544,36.572,california
2017,0,0,32.961,32.961,california
1980,0,32.122,28.958,61.08,colorado
1981,0,22.734,36.682,59.416,colorado
1982,0,7.974,29.824,37.799,colorado
1983,0,5.525,25.859,31.384,colorado
1984,0,2.329,31.922,34.251,colorado
1985,0,2.418,37.153,39.571,colorado
1986,0,2.79,24.63,27.419,colorado
1987,0,1.796,35.43,37.226,colorado
1988,0,6.246,30.393,36.639,colorado
1989,0.801,7.61,35.839,44.25,colorado
1990,1.793,4.167,34.43,40.391,colorado
1991,2.429,1.296,34.301,38.027,colorado
1992,2.546,1.212,41.842,45.6,colorado
1993,2.635,2.578,36.834,42.046,colorado
1994,2.524,2.663,44.295,49.482,colorado
1995,2.218,2.016,32.894,37.128,colorado
1996,1.902,2.332,28.576,32.81,colorado
1997,1.708,1.825,32.255,35.788,colorado
1998,1.911,2.229,35.232,39.372,colorado
1999,2.107,1.986,39.219,43.311,colorado
2000,2.104,2.467,48.348,52.918,colorado
2001,2.013,2.796,53.032,57.84,colorado
2002,2.187,2.177,39.384,43.749,colorado
2003,2.077,2.347,38.299,42.723,colorado
2004,2.156,2.128,42.084,46.369,colorado
2005,1.98,2.361,37.634,41.974,colorado
2006,2.093,2.171,42.225,46.489,colorado
2007,2.231,2.157,45.65,50.038,colorado
2008,2.257,1.863,46.819,50.939,colorado
2009,2.014,1.772,44.078,47.864,colorado
2010,2.08,1.297,40.075,43.452,colorado
2011,1.881,1.106,33.432,36.419,colorado
2012,1.256,0.237,46.523,48.016,colorado
2013,0.594,0.054,45.067,45.714,colorado
2014,0.656,0.053,45.574,46.283,colorado
2015,0,0.028,44.236,44.264,colorado
2016,0,0.028,36.544,36.572,colorado
2017,0,0,32.961,32.961,colorado
1980,0,32.122,28.958,61.08,connecticut
1981,0,22.734,36.682,59.416,connecticut
1982,0,7.974,29.824,37.799,connecticut
1983,0,5.525,25.859,31.384,connecticut
1984,0,2.329,31.922,34.251,connecticut
1985,0,2.418,37.153,39.571,connecticut
1986,0,2.79,24.63,27.419,connecticut
1987,0,1.796,35.43,37.226,connecticut
1988,0,6.246,30.393,36.639,connecticut
1989,0.801,7.61,35.839,44.25,connecticut
1990,1.793,4.167,34.43,40.391,connecticut
1991,2.429,1.296,34.301,38.027,connecticut
1992,2.546,1.212,41.842,45.6,connecticut
1993,2.635,2.578,36.834,42.046,connecticut
1994,2.524,2.663,44.295,49.482,connecticut
1995,2.218,2.016,32.894,37.128,connecticut
1996,1.902,2.332,28.576,32.81,connecticut
1997,1.708,1.825,32.255,35.788,connecticut
1998,1.911,2.229,35.232,39.372,connecticut
1999,2.107,1.986,39.219,43.311,connecticut
2000,2.104,2.467,48.348,52.918,connecticut
2001,2.013,2.796,53.032,57.84,connecticut
2002,2.187,2.177,39.384,43.749,connecticut
2003,2.077,2.347,38.299,42.723,connecticut
2004,2.156,2.128,42.084,46.369,connecticut
2005,1.98,2.361,37.634,41.974,connecticut
2006,2.093,2.171,42.225,46.489,connecticut
2007,2.231,2.157,45.65,50.038,connecticut
2008,2.257,1.863,46.819,50.939,connecticut
2009,2.014,1.772,44.078,47.864,connecticut
2010,2.08,1.297,40.075,43.452,connecticut
2011,1.881,1.106,33.432,36.419,connecticut
2012,1.256,0.237,46.523,48.016,connecticut
2013,0.594,0.054,45.067,45.714,connecticut
2014,0.656,0.053,45.574,46.283,connecticut
2015,0,0.028,44.236,44.264,connecticut
2016,0,0.028,36.544,36.572,connecticut
2017,0,0,32.961,32.961,connecticut
1980,0,32.122,28.958,61.08,delaware
1981,0,22.734,36.682,59.416,delaware
1982,0,7.974,29.824,37.799,delaware
1983,0,5.525,25.859,31.384,delaware
1984,0,2.329,31.922,34.251,delaware
1985,0,2.418,37.153,39.571,delaware
1986,0,2.79,24.63,27.419,delaware
1987,0,1.796,35.43,37.226,delaware
1988,0,6.246,30.393,36.639,delaware
1989,0.801,7.61,35.839,44.25,delaware
1990,1.793,4.167,34.43,40.391,delaware
1991,2.429,1.296,34.301,38.027,delaware
1992,2.546,1.212,41.842,45.6,delaware
1993,2.635,2.578,36.834,42.046,delaware
1994,2.524,2.663,44.295,49.482,delaware
1995,2.218,2.016,32.894,37.128,delaware
1996,1.902,2.332,28.576,32.81,delaware
1997,1.708,1.825,32.255,35.788,delaware
1998,1.911,2.229,35.232,39.372,delaware
1999,2.107,1.986,39.219,43.311,delaware
2000,2.104,2.467,48.348,52.918,delaware
2001,2.013,2.796,53.032,57.84,delaware
2002,2.187,2.177,39.384,43.749,delaware
2003,2.077,2.347,38.299,42.723,delaware
2004,2.156,2.128,42.084,46.369,delaware
2005,1.98,2.361,37.634,41.974,delaware
2006,2.093,2.171,42.225,46.489,delaware
2007,2.231,2.157,45.65,50.038,delaware
2008,2.257,1.863,46.819,50.939,delaware
2009,2.014,1.772,44.078,47.864,delaware
2010,2.08,1.297,40.075,43.452,delaware
2011,1.881,1.106,33.432,36.419,delaware
2012,1.256,0.237,46.523,48.016,delaware
2013,0.594,0.054,45.067,45.714,delaware
2014,0.656,0.053,45.574,46.283,delaware
2015,0,0.028,44.236,44.264,delaware
2016,0,0.028,36.544,36.572,delaware
2017,0,0,32.961,32.961,delaware
1980,0,32.122,28.958,61.08,district of columbia
1981,0,22.734,36.682,59.416,district of columbia
1982,0,7.974,29.824,37.799,district of columbia
1983,0,5.525,25.859,31.384,district of columbia
1984,0,2.329,31.922,34.251,district of columbia
1985,0,2.418,37.153,39.571,district of columbia
1986,0,2.79,24.63,27.419,district of columbia
1987,0,1.796,35.43,37.226,district of columbia
1988,0,6.246,30.393,36.639,district of columbia
1989,0.801,7.61,35.839,44.25,district of columbia
1990,1.793,4.167,34.43,40.391,district of columbia
1991,2.429,1.296,34.301,38.027,district of columbia
1992,2.546,1.212,41.842,45.6,district of columbia
1993,2.635,2.578,36.834,42.046,district of columbia
1994,2.524,2.663,44.295,49.482,district of columbia
1995,2.218,2.016,32.894,37.128,district of columbia
1996,1.902,2.332,28.576,32.81,district of columbia
1997,1.708,1.825,32.255,35.788,district of columbia
1998,1.911,2.229,35.232,39.372,district of columbia
1999,2.107,1.986,39.219,43.311,district of columbia
2000,2.104,2.467,48.348,52.918,district of columbia
2001,2.013,2.796,53.032,57.84,district of columbia
2002,2.187,2.177,39.384,43.749,district of columbia
2003,2.077,2.347,38.299,42.723,district of columbia
2004,2.156,2.128,42.084,46.369,district of columbia
2005,1.98,2.361,37.634,41.974,district of columbia
2006,2.093,2.171,42.225,46.489,district of columbia
2007,2.231,2.157,45.65,50.038,district of columbia
2008,2.257,1.863,46.819,50.939,district of columbia
2009,2.014,1.772,44.078,47.864,district of columbia
2010,2.08,1.297,40.075,43.452,district of columbia
2011,1.881,1.106,33.432,36.419,district of columbia
2012,1.256,0.237,46.523,48.016,district of columbia
2013,0.594,0.054,45.067,45.714,district of columbia
2014,0.656,0.053,45.574,46.283,district of columbia
2015,0,0.028,44.236,44.264,district of columbia
2016,0,0.028,36.544,36.572,district of columbia
2017,0,0,32.961,32.961,district of columbia
1980,0,32.122,28.958,61.08,florida
1981,0,22.734,36.682,59.416,florida
1982,0,7.974,29.824,37.799,florida
1983,0,5.525,25.859,31.384,florida
1984,0,2.329,31.922,34.251,florida
1985,0,2.418,37.153,39.571,florida
1986,0,2.79,24.63,27.419,florida
1987,0,1.796,35.43,37.226,florida
1988,0,6.246,30.393,36.639,florida
1989,0.801,7.61,35.839,44.25,florida
1990,1.793,4.167,34.43,40.391,florida
1991,2.429,1.296,34.301,38.027,florida
1992,2.546,1.212,41.842,45.6,florida
1993,2.635,2.578,36.834,42.046,florida
1994,2.524,2.663,44.295,49.482,florida
1995,2.218,2.016,32.894,37.128,florida
1996,1.902,2.332,28.576,32.81,florida
1997,1.708,1.825,32.255,35.788,florida
1998,1.911,2.229,35.232,39.372,florida
1999,2.107,1.986,39.219,43.311,florida
2000,2.104,2.467,48.348,52.918,florida
2001,2.013,2.796,53.032,57.84,florida
2002,2.187,2.177,39.384,43.749,florida
2003,2.077,2.347,38.299,42.723,florida
2004,2.156,2.128,42.084,46.369,florida
2005,1.98,2.361,37.634,41.974,florida
2006,2.093,2.171,42.225,46.489,florida
2007,2.231,2.157,45.65,50.038,florida
2008,2.257,1.863,46.819,50.939,florida
2009,2.014,1.772,44.078,47.864,florida
2010,2.08,1.297,40.075,43.452,florida
2011,1.881,1.106,33.432,36.419,florida
2012,1.256,0.237,46.523,48.016,florida
2013,0.594,0.054,45.067,45.714,florida
2014,0.656,0.053,45.574,46.283,florida
2015,0,0.028,44.236,44.264,florida
2016,0,0.028,36.544,36.572,florida
2017,0,0,32.961,32.961,florida
1980,0,32.122,28.958,61.08,georgia
1981,0,22.734,36.682,59.416,georgia
1982,0,7.974,29.824,37.799,georgia
1983,0,5.525,25.859,31.384,georgia
1984,0,2.329,31.922,34.251,georgia
1985,0,2.418,37.153,39.571,georgia
1986,0,2.79,24.63,27.419,georgia
1987,0,1.796,35.43,37.226,georgia
1988,0,6.246,30.393,36.639,georgia
1989,0.801,7.61,35.839,44.25,georgia
1990,1.793,4.167,34.43,40.391,georgia
1991,2.429,1.296,34.301,38.027,georgia
1992,2.546,1.212,41.842,45.6,georgia
1993,2.635,2.578,36.834,42.046,georgia
1994,2.524,2.663,44.295,49.482,georgia
1995,2.218,2.016,32.894,37.128,georgia
1996,1.902,2.332,28.576,32.81,georgia
1997,1.708,1.825,32.255,35.788,georgia
1998,1.911,2.229,35.232,39.372,georgia
1999,2.107,1.986,39.219,43.311,georgia
2000,2.104,2.467,48.348,52.918,georgia
2001,2.013,2.796,53.032,57.84,georgia
2002,2.187,2.177,39.384,43.749,georgia
2003,2.077,2.347,38.299,42.723,georgia
2004,2.156,2.128,42.084,46.369,georgia
2005,1.98,2.361,37.634,41.974,georgia
2006,2.093,2.171,42.225,46.489,georgia
2007,2.231,2.157,45.65,50.038,georgia
2008,2.257,1.863,46.819,50.939,georgia
2009,2.014,1.772,44.078,47.864,georgia
2010,2.08,1.297,40.075,43.452,georgia
2011,1.881,1.106,33.432,36.419,georgia
2012,1.256,0.237,46.523,48.016,georgia
2013,0.594,0.054,45.067,45.714,georgia
2014,0.656,0.053,45.574,46.283,georgia
2015,0,0.028,44.236,44.264,georgia
2016,0,0.028,36.544,36.572,georgia
2017,0,0,32.961,32.961,georgia
1980,0,32.122,28.958,61.08,hawaii
1981,0,22.734,36.682,59.416,hawaii
1982,0,7.974,29.824,37.799,hawaii
1983,0,5.525,25.859,31.384,hawaii
1984,0,2.329,31.922,34.251,hawaii
1985,0,2.418,37.153,39.571,hawaii
1986,0,2.79,24.63,27.419,hawaii
1987,0,1.796,35.43,37.226,hawaii
1988,0,6.246,30.393,36.639,hawaii
1989,0.801,7.61,35.839,44.25,hawaii
1990,1.793,4.167,34.43,40.391,hawaii
1991,2.429,1.296,34.301,38.027,hawaii
1992,2.546,1.212,41.842,45.6,hawaii
1993,2.635,2.578,36.834,42.046,hawaii
1994,2.524,2.663,44.295,49.482,hawaii
1995,2.218,2.016,32.894,37.128,hawaii
1996,1.902,2.332,28.576,32.81,hawaii
1997,1.708,1.825,32.255,35.788,hawaii
1998,1.911,2.229,35.232,39.372,hawaii
1999,2.107,1.986,39.219,43.311,hawaii
2000,2.104,2.467,48.348,52.918,hawaii
2001,2.013,2.796,53.032,57.84,hawaii
2002,2.187,2.177,39.384,43.749,hawaii
2003,2.077,2.347,38.299,42.723,hawaii
2004,2.156,2.128,42.084,46.369,hawaii
2005,1.98,2.361,37.634,41.974,hawaii
2006,2.093,2.171,42.225,46.489,hawaii
2007,2.231,2.157,45.65,50.038,hawaii
2008,2.257,1.863,46.819,50.939,hawaii
2009,2.014,1.772,44.078,47.864,hawaii
2010,2.08,1.297,40.075,43.452,hawaii
2011,1.881,1.106,33.432,36.419,hawaii
2012,1.256,0.237,46.523,48.016,hawaii
2013,0.594,0.054,45.067,45.714,hawaii
2014,0.656,0.053,45.574,46.283,hawaii
2015,0,0.028,44.236,44.264,hawaii
2016,0,0.028,36.544,36.572,hawaii
2017,0,0,32.961,32.961,hawaii
1980,0,32.122,28.958,61.08,idaho
1981,0,22.734,36.682,59.416,idaho
1982,0,7.974,29.824,37.799,idaho
1983,0,5.525,25.859,31.384,idaho
1984,0,2.329,31.922,34.251,idaho
1985,0,2.418,37.153,39.571,idaho
1986,0,2.79,24.63,27.419,idaho
1987,0,1.796,35.43,37.226,idaho
1988,0,6.246,30.393,36.639,idaho
1989,0.801,7.61,35.839,44.25,idaho
1990,1.793,4.167,34.43,40.391,idaho
1991,2.429,1.296,34.301,38.027,idaho
1992,2.546,1.212,41.842,45.6,idaho
1993,2.635,2.578,36.834,42.046,idaho
1994,2.524,2.663,44.295,49.482,idaho
1995,2.218,2.016,32.894,37.128,idaho
1996,1.902,2.332,28.576,32.81,idaho
1997,1.708,1.825,32.255,35.788,idaho
1998,1.911,2.229,35.232,39.372,idaho
1999,2.107,1.986,39.219,43.311,idaho
2000,2.104,2.467,48.348,52.918,idaho
2001,2.013,2.796,53.032,57.84,idaho
2002,2.187,2.177,39.384,43.749,idaho
2003,2.077,2.347,38.299,42.723,idaho
2004,2.156,2.128,42.084,46.369,idaho
2005,1.98,2.361,37.634,41.974,idaho
2006,2.093,2.171,42.225,46.489,idaho
2007,2.231,2.157,45.65,50.038,idaho
2008,2.257,1.863,46.819,50.939,idaho
2009,2.014,1.772,44.078,47.864,idaho
2010,2.08,1.297,40.075,43.452,idaho
2011,1.881,1.106,33.432,36.419,idaho
2012,1.256,0.237,46.523,48.016,idaho
2013,0.594,0.054,45.067,45.714,idaho
2014,0.656,0.053,45.574,46.283,idaho
2015,0,0.028,44.236,44.264,idaho
2016,0,0.028,36.544,36.572,idaho
2017,0,0,32.961,32.961,idaho
1980,0,32.122,28.958,61.08,illinois
